index,Product_name,Brand,Rating,No_Rating,key_benefits_list,Ingredients,Benefits
1581,Dr Willmar Schwabe India Acidum Phosphoricum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,4.5,80 Ratings,"Deals with complications associated with mental as well as emotional trauma, Provides relief from headache due to exhaustion and mental weakness, Helps enhance concentration, focus and memory and improves general mood, Improves physical and mental stress and corrects negative thinking patterns, It can be used to relieve soreness of the eyes that leads to irritated and itchy eyes, Helps in relieving distension, nausea and vomiting in stomach, Improves digestion and stimulates appetite, Acts as a mild sedative and treats insomnia caused due to anxiety, Prevents premature greying of hair, Read the label carefully before use, Do not exceed the recommended dosage, Keep out of the reach of children, Store in a cool dry place away from direct sunlight and heat",[],"['Deals with complications associated with mental as well as emotional trauma', 'Provides relief from headache due to exhaustion and mental weakness', 'Helps enhance concentration', 'focus and memory and improves general mood', 'Improves physical and mental stress and corrects negative thinking patterns', 'It can be used to relieve soreness of the eyes that leads to irritated and itchy eyes', 'Helps in relieving distension', 'nausea and vomiting in stomach', 'Improves digestion and stimulates appetite', 'Acts as a mild sedative and treats insomnia caused due to anxiety', 'Prevents premature greying of hair', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Keep out of the reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
1582,ADEL Thiosinaminum Trituration Tablet 3X,Adel Pekana Germany,4.5,80 Ratings,"Rhodallin, Ethanol, Water, Treats middle ear infection (Otits media), Reduces scarring, Useful in case of fibroids in the womb, Avoids the formation of fibrous scar during surgeries, Helps in degenerative process in the spinal cord, Read the label carefully, Self medication is not advised, Do not exceed the recommended dose, Keep out of the reach of children, Safe to be taken with allopathic medicines","['Rhodallin', 'Ethanol', 'Water', 'Reduces scarring']","['Treats middle ear infection (Otits media)', 'Useful in case of fibroids in the womb', 'Avoids the formation of fibrous scar during surgeries', 'Helps in degenerative process in the spinal cord', 'Read the label carefully', 'Self medication is not advised', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Safe to be taken with allopathic medicines']"
1583,Bjain Andrographis Paniculata Mother Tincture Q,Bjain Pharmaceuticals Pvt Ltd,4.5,27 Ratings,"Andrographis Paniculata, It contains anti-viral and antibacterial properties used to get relief from cough, sore throat and the common cold, It is effective for burning sensation in the body, It helps with thick yellow urine, fever, chilliness, and headaches are also aided by this remedy, It is indicated in torpidity of the liver, neuralgia, dyspepsia and, in general, debility, It helps to lower sugar and cholesterol levels in the body, Read the label carefully before use, Consult your physician before taking any homoeopathic remedy if you are pregnant or breastfeeding, Store in a cool, dry place away from direct sunlight, Keep out of reach of the children","['Andrographis Paniculata', 'fever', 'chilliness', 'neuralgia', 'dyspepsia and', 'in general', 'debility']","['It contains anti-viral and antibacterial properties used to get relief from cough', 'sore throat and the common cold', 'It is effective for burning sensation in the body', 'It helps with thick yellow urine', 'and headaches are also aided by this remedy', 'It is indicated in torpidity of the liver', 'It helps to lower sugar and cholesterol levels in the body', 'Read the label carefully before use', 'Consult your physician before taking any homoeopathic remedy if you are pregnant or breastfeeding', 'Store in a cool', 'dry place away from direct sunlight', 'Keep out of reach of the children']"
1584,SBL Allium Cepa Dilution 200 CH,SBL Pvt Ltd,4.5,359 Ratings,"Provides effective relief from cold, catarrh and cough, Helps in treating eye infections, Useful in treating hay fever, Useful in treating earaches, Helps relieve shooting sensations in the eustachian tube, Helps relieving neuralgic pains, Helpful in chronic traumatic neuritis, Indicated for burning pain in nose, skin, throat, and bladder, Treats weakness in both bladder and urethra, Reduces increased urine secretion, Read the label carefully beofore use, Self-medication is not advised, Do not exceed the recommended dose, Keep out of the reach of children, Store in a cool and dry place","['skin', 'throat', 'and bladder']","['Provides effective relief from cold', 'catarrh and cough', 'Helps in treating eye infections', 'Useful in treating hay fever', 'Useful in treating earaches', 'Helps relieve shooting sensations in the eustachian tube', 'Helps relieving neuralgic pains', 'Helpful in chronic traumatic neuritis', 'Indicated for burning pain in nose', 'Treats weakness in both bladder and urethra', 'Reduces increased urine secretion', 'Read the label carefully beofore use', 'Self-medication is not advised', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool and dry place']"
1585,ADEL 57 Specl-Chol Digestion Drop,Adel Pekana Germany,4.6,21 Ratings,"Chionanthus virginicus 6x, Eichornia crassipes 4x, Glechoma hederacea 6x, Hedera helix 12x, Iberis amara 4x, Iris versicolor 6x, Nux moschata 4x, Phosphorus 12x, It gives cent per cent increase in pancreatic juice, which supports the regulation of digestive functions and helps improve the active materials, amylases (carbohydrates), chymotrypsin (splitting proteins) and lipase, It is a very important however less noticed healing plant which provides deep support and antitoxic influences to the three organs of metabolism, It shows indications against haemorrhoids and enteritis as a sign of the blood regulation in the venous circulation, It regulates symptoms of being weak, sleepy, depressed with cramps and pains in the skin, dry mucous, as a sign of dyspeptic-meteorism and nervous weakness, It works against myocarditis, mental exhaustions, gastritis, ulcers ventriculi and ulcers duodeni, Read the label carefully before use, Store in a cool and dry place away from direct sunlight, Keep out of reach of children","['Phosphorus 12x', 'amylases (carbohydrates)', 'sleepy', 'dry mucous', 'mental exhaustions', 'gastritis']","['Chionanthus virginicus 6x', 'Eichornia crassipes 4x', 'Glechoma hederacea 6x', 'Hedera helix 12x', 'Iberis amara 4x', 'Iris versicolor 6x', 'Nux moschata 4x', 'It gives cent per cent increase in pancreatic juice', 'which supports the regulation of digestive functions and helps improve the active materials', 'chymotrypsin (splitting proteins) and lipase', 'It is a very important however less noticed healing plant which provides deep support and antitoxic influences to the three organs of metabolism', 'It shows indications against haemorrhoids and enteritis as a sign of the blood regulation in the venous circulation', 'It regulates symptoms of being weak', 'depressed with cramps and pains in the skin', 'as a sign of dyspeptic-meteorism and nervous weakness', 'It works against myocarditis', 'ulcers ventriculi and ulcers duodeni', 'Read the label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children']"
1586,SBL Tranquil Tablet,SBL Pvt Ltd,4.6,253 Ratings,"Abrus precatorius, Kali phosphoricum, Aconitum napellus, Calendula officinalis, Viburnum opulus, Zincum picricum, The tablets can help improve mental stability, It may aid in managing stress and anxiety, It promotes natural sleep with clear awakening, It causes no drowsiness and helps to improve the sleep-wake cycle, Adult: 2 tablets 4 times daily, Children: Half of the adult’s dose or as directed by the physician, Read the label carefully before use, Do not exceed the recommended dosage, Store in a cool and dry place away from direct sunlight, Keep out of reach of children","['Abrus precatorius', 'Kali phosphoricum', 'Aconitum napellus', 'Calendula officinalis', 'Viburnum opulus', 'Zincum picricum']","['The tablets can help improve mental stability', 'It may aid in managing stress and anxiety', 'It promotes natural sleep with clear awakening', 'It causes no drowsiness and helps to improve the sleep-wake cycle', 'Adult: 2 tablets 4 times daily', 'Children: Half of the adult’s dose or as directed by the physician', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children']"
1587,Bjain Terminalia Arjuna Mother Tincture Q,Bjain Pharmaceuticals Pvt Ltd,4.7,91 Ratings,"It is used for improving cardiovascular health, It strengthens cardiac muscles and prevents any serious illness affecting it, It helps in regulating heartbeat, Highly useful in facilitating the healing process in case of injuries, Helps in improving energy levels and reduces fatigue, Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children, Use under medical supervision, Store in a cool dry place away from direct sunlight and heat",[],"['It is used for improving cardiovascular health', 'It strengthens cardiac muscles and prevents any serious illness affecting it', 'It helps in regulating heartbeat', 'Highly useful in facilitating the healing process in case of injuries', 'Helps in improving energy levels and reduces fatigue', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Use under medical supervision', 'Store in a cool dry place away from direct sunlight and heat']"
1588,Bakson's Super Tonic,Bakson's Homeopathy,3.6,38 Ratings,"Damiana Ø, Acidum phosphoricum 3x, Avena sativa 2x, Yohimbinum Ø, Agnus castus 2x, Lycopodium clav. 3x, Cinchona off. (China) 2x, Viburnum op. 3x, It helps to relieve sexual neuraesthenia and headache, and irritability, associated chiefly with emotional disturbance, May restore lost vigour and vitality in men, Read the label carefully before use, Store in a cool dry place away from direct sunlight, Keep out of reach of the children, Do not exceed the recommended dosage","['Damiana Ø', 'Yohimbinum Ø', 'and irritability']","['Acidum phosphoricum 3x', 'Avena sativa 2x', 'Agnus castus 2x', 'Lycopodium clav. 3x', 'Cinchona off. (China) 2x', 'Viburnum op. 3x', 'It helps to relieve sexual neuraesthenia and headache', 'associated chiefly with emotional disturbance', 'May restore lost vigour and vitality in men', 'Read the label carefully before use', 'Store in a cool dry place away from direct sunlight', 'Keep out of reach of the children', 'Do not exceed the recommended dosage']"
1589,Allen A05 Cold-Sinus Drop,Allen Homoeo & Herbal Products Ltd,4.6,43 Ratings,"Kali Bichromicum, Euphrasia officinalis, Gelsemium sempervirens, Sabadilla, Teucriumm arumvirum, Provides relief from running nose, watery eyes, catarrhal headache with profuse discharge from eyes and nose, Treats common cold, sneezing, Helps when there is feeling of distress, Provides relief fromsinus pain and pressure, Cure patients with post-nasal drip of mucus, Helps in the treatment of profuse acrid lachrymation with profuse, bland coryza, Provides relief from catarrh associated with inflamed throat, acute nasal catarrh, Useful in the treatment of mucous polyps, coryza with nose block, discharge of large, irregular clinkers, crawling in nostrils, with lachrymation or sneezing, 10 to 15 drops in half cup of water, 3 times in a day for adults or as directed by the physician, 2 to 4 drops in half cup of water, 3 times in a day for children or as directed by the physician, Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children","['Kali Bichromicum', 'Euphrasia officinalis', 'Gelsemium sempervirens', 'Sabadilla', 'Teucriumm arumvirum', 'watery eyes', 'sneezing', 'bland coryza', 'irregular clinkers']","['Provides relief from running nose', 'catarrhal headache with profuse discharge from eyes and nose', 'Treats common cold', 'Helps when there is feeling of distress', 'Provides relief fromsinus pain and pressure', 'Cure patients with post-nasal drip of mucus', 'Helps in the treatment of profuse acrid lachrymation with profuse', 'Provides relief from catarrh associated with inflamed throat', 'acute nasal catarrh', 'Useful in the treatment of mucous polyps', 'coryza with nose block', 'discharge of large', 'crawling in nostrils', 'with lachrymation or sneezing', '10 to 15 drops in half cup of water', '3 times in a day for adults or as directed by the physician', '2 to 4 drops in half cup of water', '3 times in a day for children or as directed by the physician', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
1590,Bhargava Diaboral Tablet,Bhargava Phytolab,4.6,43 Ratings,"Acidum phosphoricum, Cephalandra indica, Chionanthus virginicus, Eupatorium purpureum, Ferrum iodatum, Gymnema sylvestre, Syzygium jambolanum, Uranium nitricum, Bhargava Diaboral Tablet is beneficial for regulating blood sugar levels and stimulates pancreatic digestive functions, It is useful in hyperglycemic conditions, relieves mood swings, sugar cravings, excessive thirst, dryness in the mouth, frequent profuse urination and digestive disturbances, It contains Cephalandra indica which lowers blood urea and aids in blood sugar regulation, Read the label carefully before use, Do not exceed the recommended dosage, Store in a cool and dry place away from direct sunlight, Keep out of reach of children","['Acidum phosphoricum', 'Cephalandra indica', 'Chionanthus virginicus', 'Eupatorium purpureum', 'Ferrum iodatum', 'Gymnema sylvestre', 'Syzygium jambolanum', 'Uranium nitricum', 'sugar cravings', 'excessive thirst']","['Bhargava Diaboral Tablet is beneficial for regulating blood sugar levels and stimulates pancreatic digestive functions', 'It is useful in hyperglycemic conditions', 'relieves mood swings', 'dryness in the mouth', 'frequent profuse urination and digestive disturbances', 'It contains Cephalandra indica which lowers blood urea and aids in blood sugar regulation', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children']"
1591,Wheezal Otorine Ear Drop,Wheezal Homeo Pharma,4.4,52 Ratings,"Plantago Ext. Q, Chamomilla Ext. Q, Calendula Ext. Q, Belladonna Q, Mullein Q, Helps in the treatment of earache, toothache, Effective for Eustachian catarrh due to common cold or tonsillitis, Provides relief from sharp pain in eyes, reflex from decayed teeth or inflammation of middle ear, Cures acute, noise painful,sticking pain in ears and neuralgic earache, Addressesdeafness, tearing pain in middle and external ear, humming noises, throbbing and beating pain deep in ear, Provides help when wax, water or other discharge accumulates in the ear, Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children","['Belladonna Q', 'Mullein Q', 'toothache', 'Cures acute', 'noise painful', 'Addressesdeafness', 'humming noises']","['Plantago Ext. Q', 'Chamomilla Ext. Q', 'Calendula Ext. Q', 'Helps in the treatment of earache', 'Effective for Eustachian catarrh due to common cold or tonsillitis', 'Provides relief from sharp pain in eyes', 'reflex from decayed teeth or inflammation of middle ear', 'sticking pain in ears and neuralgic earache', 'tearing pain in middle and external ear', 'throbbing and beating pain deep in ear', 'Provides help when wax', 'water or other discharge accumulates in the ear', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
1592,Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.4,52 Ratings,"Echinacea, Aconitum Nappelus, Sambucus Nigra, Baptisia Tinctoria, Thuja, Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system, Help fight bacterial and viral infections, Aconitum Nappelus helps those who become ill after a cold and cough, Helps to improve immunity and acts as an anti-septic, Thuja acts on the lymphatic\xa0 system and swollen glands, It is safe, scientific and long-lasting, Read the label carefully before use, Keep out of reach of the children, Store in a cool dry place","['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja']","['Echinacea helps to increase white blood cells', 'which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\\xa0 system and swollen glands', 'It is safe', 'scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
1593,Dr. Reckeweg Sarsaparilla Mother Tincture Q,Dr Reckeweg & Co,4.5,33 Ratings,"Sarsaparilla, Structured water, 20% of Alcohol, Vegetable Glycerin, Helps in treating kidney stone, Effective against urinary problems, Reduces pain in bones, Cures ulcers, Helps in fluiud rentention, Effective in treatment of Gonorrhea and Syphilis, Cures various digestive problems, Read the label carefully before use, Keep out of the reach of children, Keep at least half an hour gap between food/drink/any other medicines and homeopathic medicine, Avoid any strong smell in the mouth while taking this medicine such as garlic, onion, coffee, hing etc.","['Sarsaparilla', 'Structured water', 'Vegetable Glycerin', 'Cures ulcers', 'onion', 'coffee', 'hing etc.']","['20% of Alcohol', 'Helps in treating kidney stone', 'Effective against urinary problems', 'Reduces pain in bones', 'Helps in fluiud rentention', 'Effective in treatment of Gonorrhea and Syphilis', 'Cures various digestive problems', 'Read the label carefully before use', 'Keep out of the reach of children', 'Keep at least half an hour gap between food/drink/any other medicines and homeopathic medicine', 'Avoid any strong smell in the mouth while taking this medicine such as garlic']"
1594,Dr Willmar Schwabe India Swertia Chirata Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.8,40 Ratings,"Chitretta, A remedy in both acute and chronic malarial fevers, It is useful in recovering the weakness and prostration that occur after the illness, It has anthelmintic, hypoglycaemic, and antipyretic properties, It helps to eliminate parasites like helminths, roundworms, tapeworms, and flukes from the body, It helps to maintain the blood sugar levels by lowering the raised values, It helps with heavy monthly periods, internal bleeding, and nose bleeds, Intake 10 drops in half cup of water 3 times a day, Always maintain a gap of 15 minutes before or after meals, Store in a dry and cool place away from sunlight, Do not exceed the recommended dose, If pregnant or breastfeeding, consult a homoeopathic practitioner before use, Avoid eating tobacco and drinking alcohol during the course of medication","['Chitretta', 'hypoglycaemic', 'roundworms', 'tapeworms', 'internal bleeding']","['A remedy in both acute and chronic malarial fevers', 'It is useful in recovering the weakness and prostration that occur after the illness', 'It has anthelmintic', 'and antipyretic properties', 'It helps to eliminate parasites like helminths', 'and flukes from the body', 'It helps to maintain the blood sugar levels by lowering the raised values', 'It helps with heavy monthly periods', 'and nose bleeds', 'Intake 10 drops in half cup of water 3 times a day', 'Always maintain a gap of 15 minutes before or after meals', 'Store in a dry and cool place away from sunlight', 'Do not exceed the recommended dose', 'If pregnant or breastfeeding', 'consult a homoeopathic practitioner before use', 'Avoid eating tobacco and drinking alcohol during the course of medication']"
1595,SBL Mezereum Dilution 30 CH,SBL Pvt Ltd,4.5,67 Ratings,],[']'],[]
1596,Bjain Omeo Ear Drop,Bjain Pharmaceuticals Pvt Ltd,4.5,67 Ratings,"Calendula officinalis 0.30ml, Verbascum thapsus 0.10ml, Mezereum 0.02ml, Resorcinum 1X 36.0mg, Acidum boracicum 1X 10.0mg, It acts as an antiseptic or disinfectant for ears, It is beneficial to minimise earache, It contains verbascum thapsus, which is beneficial for relieving earache at once, It also contains resorcinum that may be used as an antiseptic disinfectant, Store in a cool and dry place away from direct sunlight, Read the label carefully, Keep out of reach of children",['Mezereum 0.02ml'],"['Calendula officinalis 0.30ml', 'Verbascum thapsus 0.10ml', 'Resorcinum 1X 36.0mg', 'Acidum boracicum 1X 10.0mg', 'It acts as an antiseptic or disinfectant for ears', 'It is beneficial to minimise earache', 'It contains verbascum thapsus', 'which is beneficial for relieving earache at once', 'It also contains resorcinum that may be used as an antiseptic disinfectant', 'Store in a cool and dry place away from direct sunlight', 'Read the label carefully', 'Keep out of reach of children']"
1597,Hapdco Kalmegh Drop,HAPDCO,4.5,49 Ratings,],[']'],[]
1598,SBL Insulinum Dilution 30 CH,SBL Pvt Ltd,4.6,82 Ratings,"Removes the glucose in urine due to the disturbances in uric acid metabolism, Manages the increased urine production along with the boils and skin irritation, Reduces and removes the bacterial infection on the skin that causes acne and skin irritations, Helps to moisture the skin and remove the dry rough skin that causes redness and itching, Read the label carefully before use, Avoid eating tobacco or drinking alcohol during the course, Keep out of the reach of children, Use under medical supervision, Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc while taking the medicine, Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine","['onion', 'hing', 'mint', 'camphor']","['Removes the glucose in urine due to the disturbances in uric acid metabolism', 'Manages the increased urine production along with the boils and skin irritation', 'Reduces and removes the bacterial infection on the skin that causes acne and skin irritations', 'Helps to moisture the skin and remove the dry rough skin that causes redness and itching', 'Read the label carefully before use', 'Avoid eating tobacco or drinking alcohol during the course', 'Keep out of the reach of children', 'Use under medical supervision', 'Avoid any strong smell in the mouth such as coffee', 'garlic etc while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
1599,ADEL Syzygium Jambolanum Mother Tincture Q,Adel Pekana Germany,4.6,33 Ratings,"Syzgium Jambolanum, It is primarily used to regulate and monitor high blood sugar levels, It helps in reducing raised blood sugar levels, It is also useful in treating skin conditions such as ulcers and red papules, Treats stomach disorders such as indigestion and diarrhoea caused due to the intake of contaminated food, Treats symptoms associated with high blood sugar levels such as excessive urge to urinate and increased appetite and thirst, Reduces weakness and fatigue associated with the increased blood sugar level, Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children, Store in a cool dry place away from direct sunlight and heat",['Syzgium Jambolanum'],"['It is primarily used to regulate and monitor high blood sugar levels', 'It helps in reducing raised blood sugar levels', 'It is also useful in treating skin conditions such as ulcers and red papules', 'Treats stomach disorders such as indigestion and diarrhoea caused due to the intake of contaminated food', 'Treats symptoms associated with high blood sugar levels such as excessive urge to urinate and increased appetite and thirst', 'Reduces weakness and fatigue associated with the increased blood sugar level', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
1600,Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.6,33 Ratings,"Echinacea, Aconitum Nappelus, Sambucus Nigra, Baptisia Tinctoria, Thuja, Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system, Help fight bacterial and viral infections, Aconitum Nappelus helps those who become ill after a cold and cough, Helps to improve immunity and acts as an anti-septic, Thuja acts on the lymphatic\xa0 system and swollen glands, It is safe, scientific and long-lasting, Read the label carefully before use, Keep out of reach of the children, Store in a cool dry place","['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja']","['Echinacea helps to increase white blood cells', 'which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\\xa0 system and swollen glands', 'It is safe', 'scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
1601,Dr Willmar Schwabe India Crocus Sativus Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.6,33 Ratings,"Crocus sativus, Alcohol, Reduces soreness and redness in nostrils, Helpful in treating ailments related to nervous system, Relieves many types of mental problems, Effective treatment against frequent alterations in sensation, Helps in curing swollen tonsils, Helps in healing rashes and dry skin, Relieves drowsiness and weakness, Helps in reducing pain in ovarian region in women, Relieves flatulence, bloating and gripping pain in stomach, Read the label carefully before use, Do not exceed the recommended dosage, Keep out of the reach of children, Store in a cool and dry place","['Crocus sativus', 'Alcohol', 'Relieves flatulence']","['Reduces soreness and redness in nostrils', 'Helpful in treating ailments related to nervous system', 'Relieves many types of mental problems', 'Effective treatment against frequent alterations in sensation', 'Helps in curing swollen tonsils', 'Helps in healing rashes and dry skin', 'Relieves drowsiness and weakness', 'Helps in reducing pain in ovarian region in women', 'bloating and gripping pain in stomach', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Keep out of the reach of children', 'Store in a cool and dry place']"
1602,Bakson's Hair Aid Drop Dual Pack (30ml Each),Bakson's Homeopathy,4.6,36 Ratings,"Acidum phosphoricum, Lycopodim Clavatum, Jaborandi, Natrum Muriaticum, Alcohol content, ""Baksons Homoeopathy Hair Aid drops are potent hair tonic that reduces common hair problems like dandruff, alopecia, and thinning of hair"", Hair Aid drops condition the scalp and hair, nourish the hair roots, and prevent itching, irritation of the scalp, and split ends, making them an excellent all-around hair treatment option, Hair Aid Drops have a double-action formula that works both externally and internally on the hair, Using a potent hair tonic for dandruff as Hair Aid drops is a great way to keep your hair looking and feeling healthy, especially for those with dandruff, Maximum shelf life- 60 months, Treatment- Hair care, Read the label carefully before use, Store in a cool and dry place away from direct sunlight, Keep out of reach of the children","['Acidum phosphoricum', 'Lycopodim Clavatum', 'Jaborandi', 'Natrum Muriaticum', 'Alcohol content', 'alopecia']","['""Baksons Homoeopathy Hair Aid drops are potent hair tonic that reduces common hair problems like dandruff', 'and thinning of hair""', 'Hair Aid drops condition the scalp and hair', 'nourish the hair roots', 'and prevent itching', 'irritation of the scalp', 'and split ends', 'making them an excellent all-around hair treatment option', 'Hair Aid Drops have a double-action formula that works both externally and internally on the hair', 'Using a potent hair tonic for dandruff as Hair Aid drops is a great way to keep your hair looking and feeling healthy', 'especially for those with dandruff', 'Maximum shelf life- 60 months', 'Treatment- Hair care', 'Read the label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of the children']"
1603,Dr Willmar Schwabe India Echinacea Angustifolia Tablet 1X,Dr Willmar Schwabe India Pvt Ltd,4.6,27 Ratings,],[']'],[]
1604,Bjain Avena Sativa Mother Tincture Q,Bjain Pharmaceuticals Pvt Ltd,4.4,52 Ratings,"Avena Sativa, Has a soothing and calming effect on the nervous system, Effective remedy for anxiety and stress, It is useful in curing ill effects of alcoholism such as sleeplessness and tremor, It helps treat nervous exhaustion, insomnia, and weakness of the nerves, Also has aphrodisiac properties and helps in the treatment of sexual debility, A dietary nutritional supplement not for medicinal use, Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children, Store at a cool and dry place, Should be protected from direct sunlight","['Avena Sativa', 'insomnia']","['Has a soothing and calming effect on the nervous system', 'Effective remedy for anxiety and stress', 'It is useful in curing ill effects of alcoholism such as sleeplessness and tremor', 'It helps treat nervous exhaustion', 'and weakness of the nerves', 'Also has aphrodisiac properties and helps in the treatment of sexual debility', 'A dietary nutritional supplement not for medicinal use', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store at a cool and dry place', 'Should be protected from direct sunlight']"
1605,Bakson's Biocombination 6 Tablet,Bakson's Homeopathy,4.4,52 Ratings,"Ferrum phos, Kali mur, Natrum mur, Magnesium phos, Natrum sulphuricum, It helps to calm the inflammation of the mucous membranes, It helps to prevent cough and cold, It helps to avoid breathing difficulties, It helps to avoid running nose and excess sneezing, It helps to prevent the formation of excess mucous in the throat or nose, Use as directed by the physician, Keep out of reach of children, Store in a cool and dry place, Self-medication is not advisable, Do not exceed the recommended dosage, Read the label before use","['Ferrum phos', 'Kali mur', 'Natrum mur', 'Magnesium phos', 'Natrum sulphuricum']","['It helps to calm the inflammation of the mucous membranes', 'It helps to prevent cough and cold', 'It helps to avoid breathing difficulties', 'It helps to avoid running nose and excess sneezing', 'It helps to prevent the formation of excess mucous in the throat or nose', 'Use as directed by the physician', 'Keep out of reach of children', 'Store in a cool and dry place', 'Self-medication is not advisable', 'Do not exceed the recommended dosage', 'Read the label before use']"
1606,Dr Willmar Schwabe India Hertone Syrup Sugar Free,Dr Willmar Schwabe India Pvt Ltd,4.3,61 Ratings,],[']'],[]
1607,SBL Justicia Adhatoda Dilution 1000 CH,SBL Pvt Ltd,4.7,83 Ratings,"Justicia Adhatoda, It is an effective remedy for the treatment of respiratory disorders such as excessive cough and dyspnoea, It reduces cough and relieves congestion in the chest. It is extremely helpful in reducing mucus which generally leads to excessive coughing, Relives the headache associated with cough and coryza, It is extremely for patients suffering from excessive sneezing associated with coryza and difficult breathing, Relieves pain and dryness in the throat, Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children, Use under medical supervision, Store in a cool dry place away from direct sunlight and heat",['Justicia Adhatoda'],"['It is an effective remedy for the treatment of respiratory disorders such as excessive cough and dyspnoea', 'It reduces cough and relieves congestion in the chest. It is extremely helpful in reducing mucus which generally leads to excessive coughing', 'Relives the headache associated with cough and coryza', 'It is extremely for patients suffering from excessive sneezing associated with coryza and difficult breathing', 'Relieves pain and dryness in the throat', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Use under medical supervision', 'Store in a cool dry place away from direct sunlight and heat']"
1608,Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.7,83 Ratings,"Echinacea, Aconitum Nappelus, Sambucus Nigra, Baptisia Tinctoria, Thuja, Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system, Help fight bacterial and viral infections, Aconitum Nappelus helps those who become ill after a cold and cough, Helps to improve immunity and acts as an anti-septic, Thuja acts on the lymphatic\xa0 system and swollen glands, It is safe, scientific and long-lasting, Read the label carefully before use, Keep out of reach of the children, Store in a cool dry place","['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja']","['Echinacea helps to increase white blood cells', 'which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\\xa0 system and swollen glands', 'It is safe', 'scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
